result,pnl,tick,time_window,date,month,stock
TIMEOUT,293.64200000000005,8,10,2026-03-17,2026-03,5871
TIMEOUT,293.64200000000005,8,15,2026-03-17,2026-03,5871
TP,1596.5600000000004,1,5,2026-03-17,2026-03,6442
TP,1596.5600000000004,1,10,2026-03-17,2026-03,6442
TP,1596.5600000000004,1,15,2026-03-17,2026-03,6442
TP,6596.56,2,5,2026-03-17,2026-03,6442
TP,6596.56,2,10,2026-03-17,2026-03,6442
TP,6596.56,2,15,2026-03-17,2026-03,6442
TP,11596.560000000001,3,5,2026-03-17,2026-03,6442
TP,11596.560000000001,3,10,2026-03-17,2026-03,6442
TP,11596.560000000001,3,15,2026-03-17,2026-03,6442
TIMEOUT,6596.56,5,5,2026-03-17,2026-03,6442
TIMEOUT,-28403.44,5,10,2026-03-17,2026-03,6442
TIMEOUT,-58403.44,5,15,2026-03-17,2026-03,6442
TIMEOUT,6596.56,8,5,2026-03-17,2026-03,6442
TIMEOUT,-28403.44,8,10,2026-03-17,2026-03,6442
TIMEOUT,-58403.44,8,15,2026-03-17,2026-03,6442
TIMEOUT,-1719.0720000000001,1,5,2026-03-17,2026-03,1815
TIMEOUT,-1719.0720000000001,1,10,2026-03-17,2026-03,1815
TIMEOUT,-2219.072,1,15,2026-03-17,2026-03,1815
TIMEOUT,-1719.0720000000001,2,5,2026-03-17,2026-03,1815
TIMEOUT,-1719.0720000000001,2,10,2026-03-17,2026-03,1815
TIMEOUT,-2219.072,2,15,2026-03-17,2026-03,1815
TIMEOUT,-1719.0720000000001,3,5,2026-03-17,2026-03,1815
TIMEOUT,-1719.0720000000001,3,10,2026-03-17,2026-03,1815
TIMEOUT,-2219.072,3,15,2026-03-17,2026-03,1815
TIMEOUT,-1719.0720000000001,5,5,2026-03-17,2026-03,1815
TIMEOUT,-1719.0720000000001,5,10,2026-03-17,2026-03,1815
TIMEOUT,-2219.072,5,15,2026-03-17,2026-03,1815
TIMEOUT,-1719.0720000000001,8,5,2026-03-17,2026-03,1815
TIMEOUT,-1719.0720000000001,8,10,2026-03-17,2026-03,1815
TIMEOUT,-2219.072,8,15,2026-03-17,2026-03,1815
TIMEOUT,-724.9399999999999,1,5,2026-03-17,2026-03,9917
TIMEOUT,-224.93999999999997,1,10,2026-03-17,2026-03,9917
TP,275.06000000000006,1,15,2026-03-17,2026-03,9917
TIMEOUT,-724.9399999999999,2,5,2026-03-17,2026-03,9917
TIMEOUT,-224.93999999999997,2,10,2026-03-17,2026-03,9917
TIMEOUT,275.06000000000006,2,15,2026-03-17,2026-03,9917
TIMEOUT,-724.9399999999999,3,5,2026-03-17,2026-03,9917
TIMEOUT,-224.93999999999997,3,10,2026-03-17,2026-03,9917
TIMEOUT,275.06000000000006,3,15,2026-03-17,2026-03,9917
TIMEOUT,-724.9399999999999,5,5,2026-03-17,2026-03,9917
TIMEOUT,-224.93999999999997,5,10,2026-03-17,2026-03,9917
TIMEOUT,275.06000000000006,5,15,2026-03-17,2026-03,9917
TIMEOUT,-724.9399999999999,8,5,2026-03-17,2026-03,9917
TIMEOUT,-224.93999999999997,8,10,2026-03-17,2026-03,9917
TIMEOUT,275.06000000000006,8,15,2026-03-17,2026-03,9917
TP,268.214,1,5,2026-03-17,2026-03,5347
TP,268.214,1,10,2026-03-17,2026-03,5347
TP,268.214,1,15,2026-03-17,2026-03,5347
TIMEOUT,-1731.786,2,5,2026-03-17,2026-03,5347
TP,768.2139999999999,2,10,2026-03-17,2026-03,5347
TP,768.2139999999999,2,15,2026-03-17,2026-03,5347
TIMEOUT,-1731.786,3,5,2026-03-17,2026-03,5347
TP,1268.214,3,10,2026-03-17,2026-03,5347
TP,1268.214,3,15,2026-03-17,2026-03,5347
TIMEOUT,-1731.786,5,5,2026-03-17,2026-03,5347
TIMEOUT,1268.214,5,10,2026-03-17,2026-03,5347
TP,2268.214,5,15,2026-03-17,2026-03,5347
TIMEOUT,-1731.786,8,5,2026-03-17,2026-03,5347
TIMEOUT,1268.214,8,10,2026-03-17,2026-03,5347
TIMEOUT,2268.214,8,15,2026-03-17,2026-03,5347
TIMEOUT,-1241.566,1,5,2026-03-17,2026-03,6919
TP,258.434,1,10,2026-03-17,2026-03,6919
TP,258.434,1,15,2026-03-17,2026-03,6919
TIMEOUT,-1241.566,2,5,2026-03-17,2026-03,6919
TIMEOUT,-741.566,2,10,2026-03-17,2026-03,6919
TIMEOUT,-1741.566,2,15,2026-03-17,2026-03,6919
TIMEOUT,-1241.566,3,5,2026-03-17,2026-03,6919
TIMEOUT,-741.566,3,10,2026-03-17,2026-03,6919
TIMEOUT,-1741.566,3,15,2026-03-17,2026-03,6919
TIMEOUT,-1241.566,5,5,2026-03-17,2026-03,6919
TIMEOUT,-741.566,5,10,2026-03-17,2026-03,6919
TIMEOUT,-1741.566,5,15,2026-03-17,2026-03,6919
TIMEOUT,-1241.566,8,5,2026-03-17,2026-03,6919
TIMEOUT,-741.566,8,10,2026-03-17,2026-03,6919
TIMEOUT,-1741.566,8,15,2026-03-17,2026-03,6919
TP,287.774,1,5,2026-03-17,2026-03,3045
TP,287.774,1,10,2026-03-17,2026-03,3045
TP,287.774,1,15,2026-03-17,2026-03,3045
TIMEOUT,-212.22599999999997,2,5,2026-03-17,2026-03,3045
TIMEOUT,-212.22599999999997,2,10,2026-03-17,2026-03,3045
TIMEOUT,-212.22599999999997,2,15,2026-03-17,2026-03,3045
TIMEOUT,-212.22599999999997,3,5,2026-03-17,2026-03,3045
TIMEOUT,-212.22599999999997,3,10,2026-03-17,2026-03,3045
TIMEOUT,-212.22599999999997,3,15,2026-03-17,2026-03,3045
TIMEOUT,-212.22599999999997,5,5,2026-03-17,2026-03,3045
TIMEOUT,-212.22599999999997,5,10,2026-03-17,2026-03,3045
TIMEOUT,-212.22599999999997,5,15,2026-03-17,2026-03,3045
TIMEOUT,-212.22599999999997,8,5,2026-03-17,2026-03,3045
TIMEOUT,-212.22599999999997,8,10,2026-03-17,2026-03,3045
TIMEOUT,-212.22599999999997,8,15,2026-03-17,2026-03,3045
TP,133.25000000000006,1,5,2026-03-17,2026-03,2474
TP,133.25000000000006,1,10,2026-03-17,2026-03,2474
TP,133.25000000000006,1,15,2026-03-17,2026-03,2474
TP,633.25,2,5,2026-03-17,2026-03,2474
TP,633.25,2,10,2026-03-17,2026-03,2474
TP,633.25,2,15,2026-03-17,2026-03,2474
TIMEOUT,633.25,3,5,2026-03-17,2026-03,2474
TIMEOUT,633.25,3,10,2026-03-17,2026-03,2474
TIMEOUT,133.25000000000006,3,15,2026-03-17,2026-03,2474
TIMEOUT,633.25,5,5,2026-03-17,2026-03,2474
TIMEOUT,633.25,5,10,2026-03-17,2026-03,2474
TIMEOUT,133.25000000000006,5,15,2026-03-17,2026-03,2474
TIMEOUT,633.25,8,5,2026-03-17,2026-03,2474
TIMEOUT,633.25,8,10,2026-03-17,2026-03,2474
TIMEOUT,133.25000000000006,8,15,2026-03-17,2026-03,2474
TP,181.17200000000003,1,5,2026-03-17,2026-03,2645
TP,181.17200000000003,1,10,2026-03-17,2026-03,2645
TP,181.17200000000003,1,15,2026-03-17,2026-03,2645
TP,681.172,2,5,2026-03-17,2026-03,2645
TP,681.172,2,10,2026-03-17,2026-03,2645
TP,681.172,2,15,2026-03-17,2026-03,2645
TIMEOUT,-318.828,3,5,2026-03-17,2026-03,2645
TIMEOUT,-818.828,3,10,2026-03-17,2026-03,2645
TIMEOUT,-818.828,3,15,2026-03-17,2026-03,2645
TIMEOUT,-318.828,5,5,2026-03-17,2026-03,2645
TIMEOUT,-818.828,5,10,2026-03-17,2026-03,2645
TIMEOUT,-818.828,5,15,2026-03-17,2026-03,2645
TIMEOUT,-318.828,8,5,2026-03-17,2026-03,2645
TIMEOUT,-818.828,8,10,2026-03-17,2026-03,2645
TIMEOUT,-818.828,8,15,2026-03-17,2026-03,2645
TP,153.788,1,5,2026-03-17,2026-03,8454
TP,153.788,1,10,2026-03-17,2026-03,8454
TP,153.788,1,15,2026-03-17,2026-03,8454
TP,653.788,2,5,2026-03-17,2026-03,8454
TP,653.788,2,10,2026-03-17,2026-03,8454
TP,653.788,2,15,2026-03-17,2026-03,8454
TP,1153.788,3,5,2026-03-17,2026-03,8454
TP,1153.788,3,10,2026-03-17,2026-03,8454
TP,1153.788,3,15,2026-03-17,2026-03,8454
TIMEOUT,1153.788,5,5,2026-03-17,2026-03,8454
TP,2153.788,5,10,2026-03-17,2026-03,8454
TP,2153.788,5,15,2026-03-17,2026-03,8454
TIMEOUT,1153.788,8,5,2026-03-17,2026-03,8454
TIMEOUT,2153.788,8,10,2026-03-17,2026-03,8454
TIMEOUT,1153.788,8,15,2026-03-17,2026-03,8454
TIMEOUT,-1267.972,1,5,2026-03-17,2026-03,3231
TIMEOUT,-1767.972,1,10,2026-03-17,2026-03,3231
TIMEOUT,-1767.972,1,15,2026-03-17,2026-03,3231
TIMEOUT,-1267.972,2,5,2026-03-17,2026-03,3231
TIMEOUT,-1767.972,2,10,2026-03-17,2026-03,3231
TIMEOUT,-1767.972,2,15,2026-03-17,2026-03,3231
TIMEOUT,-1267.972,3,5,2026-03-17,2026-03,3231
TIMEOUT,-1767.972,3,10,2026-03-17,2026-03,3231
TIMEOUT,-1767.972,3,15,2026-03-17,2026-03,3231
TIMEOUT,-1267.972,5,5,2026-03-17,2026-03,3231
TIMEOUT,-1767.972,5,10,2026-03-17,2026-03,3231
TIMEOUT,-1767.972,5,15,2026-03-17,2026-03,3231
TIMEOUT,-1267.972,8,5,2026-03-17,2026-03,3231
TIMEOUT,-1767.972,8,10,2026-03-17,2026-03,3231
TIMEOUT,-1767.972,8,15,2026-03-17,2026-03,3231
TP,232.02800000000002,1,5,2026-03-17,2026-03,2412
TP,232.02800000000002,1,10,2026-03-17,2026-03,2412
TP,232.02800000000002,1,15,2026-03-17,2026-03,2412
TIMEOUT,232.02800000000002,2,5,2026-03-17,2026-03,2412
TIMEOUT,-267.972,2,10,2026-03-17,2026-03,2412
TIMEOUT,-267.972,2,15,2026-03-17,2026-03,2412
TIMEOUT,232.02800000000002,3,5,2026-03-17,2026-03,2412
TIMEOUT,-267.972,3,10,2026-03-17,2026-03,2412
TIMEOUT,-267.972,3,15,2026-03-17,2026-03,2412
TIMEOUT,232.02800000000002,5,5,2026-03-17,2026-03,2412
TIMEOUT,-267.972,5,10,2026-03-17,2026-03,2412
TIMEOUT,-267.972,5,15,2026-03-17,2026-03,2412
TIMEOUT,232.02800000000002,8,5,2026-03-17,2026-03,2412
TIMEOUT,-267.972,8,10,2026-03-17,2026-03,2412
TIMEOUT,-267.972,8,15,2026-03-17,2026-03,2412
TP,186.062,1,5,2026-03-17,2026-03,1513
TP,186.062,1,10,2026-03-17,2026-03,1513
TP,186.062,1,15,2026-03-17,2026-03,1513
TP,686.062,2,5,2026-03-17,2026-03,1513
TP,686.062,2,10,2026-03-17,2026-03,1513
TP,686.062,2,15,2026-03-17,2026-03,1513
TIMEOUT,-313.938,3,5,2026-03-17,2026-03,1513
TIMEOUT,686.062,3,10,2026-03-17,2026-03,1513
TP,1186.062,3,15,2026-03-17,2026-03,1513
TIMEOUT,-313.938,5,5,2026-03-17,2026-03,1513
TIMEOUT,686.062,5,10,2026-03-17,2026-03,1513
TIMEOUT,1186.062,5,15,2026-03-17,2026-03,1513
TIMEOUT,-313.938,8,5,2026-03-17,2026-03,1513
TIMEOUT,686.062,8,10,2026-03-17,2026-03,1513
TIMEOUT,1186.062,8,15,2026-03-17,2026-03,1513
TP,2995.1000000000004,1,5,2026-03-17,2026-03,6781
TP,2995.1000000000004,1,10,2026-03-17,2026-03,6781
TP,2995.1000000000004,1,15,2026-03-17,2026-03,6781
TIMEOUT,2995.1000000000004,2,5,2026-03-17,2026-03,6781
TIMEOUT,-2004.8999999999996,2,10,2026-03-17,2026-03,6781
TIMEOUT,-2004.8999999999996,2,15,2026-03-17,2026-03,6781
TIMEOUT,2995.1000000000004,3,5,2026-03-17,2026-03,6781
TIMEOUT,-2004.8999999999996,3,10,2026-03-17,2026-03,6781
TIMEOUT,-2004.8999999999996,3,15,2026-03-17,2026-03,6781
TIMEOUT,2995.1000000000004,5,5,2026-03-17,2026-03,6781
TIMEOUT,-2004.8999999999996,5,10,2026-03-17,2026-03,6781
TIMEOUT,-2004.8999999999996,5,15,2026-03-17,2026-03,6781
TIMEOUT,2995.1000000000004,8,5,2026-03-17,2026-03,6781
TIMEOUT,-2004.8999999999996,8,10,2026-03-17,2026-03,6781
TIMEOUT,-2004.8999999999996,8,15,2026-03-17,2026-03,6781
TIMEOUT,-28520.8,1,5,2026-03-17,2026-03,6805
TIMEOUT,-43520.8,1,10,2026-03-17,2026-03,6805
TIMEOUT,-53520.8,1,15,2026-03-17,2026-03,6805
TIMEOUT,-28520.8,2,5,2026-03-17,2026-03,6805
TIMEOUT,-43520.8,2,10,2026-03-17,2026-03,6805
TIMEOUT,-53520.8,2,15,2026-03-17,2026-03,6805
TIMEOUT,-28520.8,3,5,2026-03-17,2026-03,6805
TIMEOUT,-43520.8,3,10,2026-03-17,2026-03,6805
TIMEOUT,-53520.8,3,15,2026-03-17,2026-03,6805
TIMEOUT,-28520.8,5,5,2026-03-17,2026-03,6805
TIMEOUT,-43520.8,5,10,2026-03-17,2026-03,6805
TIMEOUT,-53520.8,5,15,2026-03-17,2026-03,6805
TIMEOUT,-28520.8,8,5,2026-03-17,2026-03,6805
TIMEOUT,-43520.8,8,10,2026-03-17,2026-03,6805
TIMEOUT,-53520.8,8,15,2026-03-17,2026-03,6805
TIMEOUT,-766.016,1,5,2026-03-17,2026-03,3005
TIMEOUT,-1266.016,1,10,2026-03-17,2026-03,3005
TIMEOUT,-1766.016,1,15,2026-03-17,2026-03,3005
TIMEOUT,-766.016,2,5,2026-03-17,2026-03,3005
TIMEOUT,-1266.016,2,10,2026-03-17,2026-03,3005
TIMEOUT,-1766.016,2,15,2026-03-17,2026-03,3005
TIMEOUT,-766.016,3,5,2026-03-17,2026-03,3005
TIMEOUT,-1266.016,3,10,2026-03-17,2026-03,3005
TIMEOUT,-1766.016,3,15,2026-03-17,2026-03,3005
TIMEOUT,-766.016,5,5,2026-03-17,2026-03,3005
TIMEOUT,-1266.016,5,10,2026-03-17,2026-03,3005
TIMEOUT,-1766.016,5,15,2026-03-17,2026-03,3005
TIMEOUT,-766.016,8,5,2026-03-17,2026-03,3005
TIMEOUT,-1266.016,8,10,2026-03-17,2026-03,3005
TIMEOUT,-1766.016,8,15,2026-03-17,2026-03,3005
TIMEOUT,-742.544,1,5,2026-03-17,2026-03,2385
TIMEOUT,-742.544,1,10,2026-03-17,2026-03,2385
TIMEOUT,-1742.5439999999999,1,15,2026-03-17,2026-03,2385
TIMEOUT,-742.544,2,5,2026-03-17,2026-03,2385
TIMEOUT,-742.544,2,10,2026-03-17,2026-03,2385
TIMEOUT,-1742.5439999999999,2,15,2026-03-17,2026-03,2385
TIMEOUT,-742.544,3,5,2026-03-17,2026-03,2385
TIMEOUT,-742.544,3,10,2026-03-17,2026-03,2385
TIMEOUT,-1742.5439999999999,3,15,2026-03-17,2026-03,2385
TIMEOUT,-742.544,5,5,2026-03-17,2026-03,2385
TIMEOUT,-742.544,5,10,2026-03-17,2026-03,2385
TIMEOUT,-1742.5439999999999,5,15,2026-03-17,2026-03,2385
TIMEOUT,-742.544,8,5,2026-03-17,2026-03,2385
TIMEOUT,-742.544,8,10,2026-03-17,2026-03,2385
TIMEOUT,-1742.5439999999999,8,15,2026-03-17,2026-03,2385
TP,3004.88,1,5,2026-03-17,2026-03,1590
TP,3004.88,1,10,2026-03-17,2026-03,1590
TP,3004.88,1,15,2026-03-17,2026-03,1590
TP,8004.88,2,5,2026-03-17,2026-03,1590
TP,8004.88,2,10,2026-03-17,2026-03,1590
TP,8004.88,2,15,2026-03-17,2026-03,1590
TP,13004.880000000001,3,5,2026-03-17,2026-03,1590
TP,13004.880000000001,3,10,2026-03-17,2026-03,1590
TP,13004.880000000001,3,15,2026-03-17,2026-03,1590
TP,23004.88,5,5,2026-03-17,2026-03,1590
TP,23004.88,5,10,2026-03-17,2026-03,1590
TP,23004.88,5,15,2026-03-17,2026-03,1590
TIMEOUT,18004.88,8,5,2026-03-17,2026-03,1590
TIMEOUT,18004.88,8,10,2026-03-17,2026-03,1590
TIMEOUT,28004.88,8,15,2026-03-17,2026-03,1590
TIMEOUT,-1795.356,1,5,2026-03-17,2026-03,1773
TIMEOUT,-2795.3559999999998,1,10,2026-03-17,2026-03,1773
TIMEOUT,-2795.3559999999998,1,15,2026-03-17,2026-03,1773
TIMEOUT,-1795.356,2,5,2026-03-17,2026-03,1773
TIMEOUT,-2795.3559999999998,2,10,2026-03-17,2026-03,1773
TIMEOUT,-2795.3559999999998,2,15,2026-03-17,2026-03,1773
TIMEOUT,-1795.356,3,5,2026-03-17,2026-03,1773
TIMEOUT,-2795.3559999999998,3,10,2026-03-17,2026-03,1773
TIMEOUT,-2795.3559999999998,3,15,2026-03-17,2026-03,1773
TIMEOUT,-1795.356,5,5,2026-03-17,2026-03,1773
TIMEOUT,-2795.3559999999998,5,10,2026-03-17,2026-03,1773
TIMEOUT,-2795.3559999999998,5,15,2026-03-17,2026-03,1773
TIMEOUT,-1795.356,8,5,2026-03-17,2026-03,1773
TIMEOUT,-2795.3559999999998,8,10,2026-03-17,2026-03,1773
TIMEOUT,-2795.3559999999998,8,15,2026-03-17,2026-03,1773
TP,2907.08,1,5,2026-03-17,2026-03,3324
TP,2907.08,1,10,2026-03-17,2026-03,3324
TP,2907.08,1,15,2026-03-17,2026-03,3324
TP,7907.08,2,5,2026-03-17,2026-03,3324
TP,7907.08,2,10,2026-03-17,2026-03,3324
TP,7907.08,2,15,2026-03-17,2026-03,3324
TIMEOUT,-2092.92,3,5,2026-03-17,2026-03,3324
TIMEOUT,2907.08,3,10,2026-03-17,2026-03,3324
TP,12907.08,3,15,2026-03-17,2026-03,3324
TIMEOUT,-2092.92,5,5,2026-03-17,2026-03,3324
TIMEOUT,2907.08,5,10,2026-03-17,2026-03,3324
TIMEOUT,2907.08,5,15,2026-03-17,2026-03,3324
TIMEOUT,-2092.92,8,5,2026-03-17,2026-03,3324
TIMEOUT,2907.08,8,10,2026-03-17,2026-03,3324
TIMEOUT,2907.08,8,15,2026-03-17,2026-03,3324
TIMEOUT,-1816.872,1,5,2026-03-17,2026-03,2597
TIMEOUT,-2316.872,1,10,2026-03-17,2026-03,2597
TIMEOUT,-2816.872,1,15,2026-03-17,2026-03,2597
TIMEOUT,-1816.872,2,5,2026-03-17,2026-03,2597
TIMEOUT,-2316.872,2,10,2026-03-17,2026-03,2597
TIMEOUT,-2816.872,2,15,2026-03-17,2026-03,2597
TIMEOUT,-1816.872,3,5,2026-03-17,2026-03,2597
TIMEOUT,-2316.872,3,10,2026-03-17,2026-03,2597
TIMEOUT,-2816.872,3,15,2026-03-17,2026-03,2597
TIMEOUT,-1816.872,5,5,2026-03-17,2026-03,2597
TIMEOUT,-2316.872,5,10,2026-03-17,2026-03,2597
TIMEOUT,-2816.872,5,15,2026-03-17,2026-03,2597
TIMEOUT,-1816.872,8,5,2026-03-17,2026-03,2597
TIMEOUT,-2316.872,8,10,2026-03-17,2026-03,2597
TIMEOUT,-2816.872,8,15,2026-03-17,2026-03,2597
TP,232.02800000000002,1,5,2026-03-18,2026-03,2337
TP,232.02800000000002,1,10,2026-03-18,2026-03,2337
TP,232.02800000000002,1,15,2026-03-18,2026-03,2337
TP,732.028,2,5,2026-03-18,2026-03,2337
TP,732.028,2,10,2026-03-18,2026-03,2337
TP,732.028,2,15,2026-03-18,2026-03,2337
TP,1232.028,3,5,2026-03-18,2026-03,2337
TP,1232.028,3,10,2026-03-18,2026-03,2337
TP,1232.028,3,15,2026-03-18,2026-03,2337
TP,2232.0280000000002,5,5,2026-03-18,2026-03,2337
TP,2232.0280000000002,5,10,2026-03-18,2026-03,2337
TP,2232.0280000000002,5,15,2026-03-18,2026-03,2337
TP,3732.0280000000002,8,5,2026-03-18,2026-03,2337
TP,3732.0280000000002,8,10,2026-03-18,2026-03,2337
TP,3732.0280000000002,8,15,2026-03-18,2026-03,2337
TP,2124.6800000000003,1,5,2026-03-18,2026-03,3491
TP,2124.6800000000003,1,10,2026-03-18,2026-03,3491
TP,2124.6800000000003,1,15,2026-03-18,2026-03,3491
TP,7124.68,2,5,2026-03-18,2026-03,3491
TP,7124.68,2,10,2026-03-18,2026-03,3491
TP,7124.68,2,15,2026-03-18,2026-03,3491
TIMEOUT,-27875.32,3,5,2026-03-18,2026-03,3491
TIMEOUT,-22875.32,3,10,2026-03-18,2026-03,3491
TIMEOUT,-37875.32,3,15,2026-03-18,2026-03,3491
TIMEOUT,-27875.32,5,5,2026-03-18,2026-03,3491
TIMEOUT,-22875.32,5,10,2026-03-18,2026-03,3491
TIMEOUT,-37875.32,5,15,2026-03-18,2026-03,3491
TIMEOUT,-27875.32,8,5,2026-03-18,2026-03,3491
TIMEOUT,-22875.32,8,10,2026-03-18,2026-03,3491
TIMEOUT,-37875.32,8,15,2026-03-18,2026-03,3491
TP,247.67600000000002,1,5,2026-03-18,2026-03,2344
TP,247.67600000000002,1,10,2026-03-18,2026-03,2344
TP,247.67600000000002,1,15,2026-03-18,2026-03,2344
TIMEOUT,-1252.324,2,5,2026-03-18,2026-03,2344
TIMEOUT,-752.324,2,10,2026-03-18,2026-03,2344
TIMEOUT,-1752.324,2,15,2026-03-18,2026-03,2344
TIMEOUT,-1252.324,3,5,2026-03-18,2026-03,2344
TIMEOUT,-752.324,3,10,2026-03-18,2026-03,2344
TIMEOUT,-1752.324,3,15,2026-03-18,2026-03,2344
TIMEOUT,-1252.324,5,5,2026-03-18,2026-03,2344
TIMEOUT,-752.324,5,10,2026-03-18,2026-03,2344
TIMEOUT,-1752.324,5,15,2026-03-18,2026-03,2344
TIMEOUT,-1252.324,8,5,2026-03-18,2026-03,2344
TIMEOUT,-752.324,8,10,2026-03-18,2026-03,2344
TIMEOUT,-1752.324,8,15,2026-03-18,2026-03,2344
TP,267.236,1,5,2026-03-18,2026-03,5483
TP,267.236,1,10,2026-03-18,2026-03,5483
TP,267.236,1,15,2026-03-18,2026-03,5483
TIMEOUT,-232.76399999999998,2,5,2026-03-18,2026-03,5483
TP,767.236,2,10,2026-03-18,2026-03,5483
TP,767.236,2,15,2026-03-18,2026-03,5483
TIMEOUT,-232.76399999999998,3,5,2026-03-18,2026-03,5483
TP,1267.236,3,10,2026-03-18,2026-03,5483
TP,1267.236,3,15,2026-03-18,2026-03,5483
TIMEOUT,-232.76399999999998,5,5,2026-03-18,2026-03,5483
TP,2267.236,5,10,2026-03-18,2026-03,5483
TP,2267.236,5,15,2026-03-18,2026-03,5483
TIMEOUT,-232.76399999999998,8,5,2026-03-18,2026-03,5483
TIMEOUT,1767.236,8,10,2026-03-18,2026-03,5483
TP,3767.236,8,15,2026-03-18,2026-03,5483
TP,294.62,1,5,2026-03-18,2026-03,2481
TP,294.62,1,10,2026-03-18,2026-03,2481
TP,294.62,1,15,2026-03-18,2026-03,2481
TIMEOUT,294.62,2,5,2026-03-18,2026-03,2481
TIMEOUT,-2705.38,2,10,2026-03-18,2026-03,2481
TIMEOUT,-2205.38,2,15,2026-03-18,2026-03,2481
TIMEOUT,294.62,3,5,2026-03-18,2026-03,2481
TIMEOUT,-2705.38,3,10,2026-03-18,2026-03,2481
TIMEOUT,-2205.38,3,15,2026-03-18,2026-03,2481
TIMEOUT,294.62,5,5,2026-03-18,2026-03,2481
TIMEOUT,-2705.38,5,10,2026-03-18,2026-03,2481
TIMEOUT,-2205.38,5,15,2026-03-18,2026-03,2481
TIMEOUT,294.62,8,5,2026-03-18,2026-03,2481
TIMEOUT,-2705.38,8,10,2026-03-18,2026-03,2481
TIMEOUT,-2205.38,8,15,2026-03-18,2026-03,2481
TIMEOUT,-1860.882,1,5,2026-03-18,2026-03,8454
TIMEOUT,-2860.882,1,10,2026-03-18,2026-03,8454
TIMEOUT,-2360.882,1,15,2026-03-18,2026-03,8454
TIMEOUT,-1860.882,2,5,2026-03-18,2026-03,8454
TIMEOUT,-2860.882,2,10,2026-03-18,2026-03,8454
TIMEOUT,-2360.882,2,15,2026-03-18,2026-03,8454
TIMEOUT,-1860.882,3,5,2026-03-18,2026-03,8454
TIMEOUT,-2860.882,3,10,2026-03-18,2026-03,8454
TIMEOUT,-2360.882,3,15,2026-03-18,2026-03,8454
TIMEOUT,-1860.882,5,5,2026-03-18,2026-03,8454
TIMEOUT,-2860.882,5,10,2026-03-18,2026-03,8454
TIMEOUT,-2360.882,5,15,2026-03-18,2026-03,8454
TIMEOUT,-1860.882,8,5,2026-03-18,2026-03,8454
TIMEOUT,-2860.882,8,10,2026-03-18,2026-03,8454
TIMEOUT,-2360.882,8,15,2026-03-18,2026-03,8454
TP,179.21600000000007,1,5,2026-03-18,2026-03,1513
TP,179.21600000000007,1,10,2026-03-18,2026-03,1513
TP,179.21600000000007,1,15,2026-03-18,2026-03,1513
TIMEOUT,179.21600000000007,2,5,2026-03-18,2026-03,1513
TIMEOUT,-1320.7839999999999,2,10,2026-03-18,2026-03,1513
TIMEOUT,-820.7839999999999,2,15,2026-03-18,2026-03,1513
TIMEOUT,179.21600000000007,3,5,2026-03-18,2026-03,1513
TIMEOUT,-1320.7839999999999,3,10,2026-03-18,2026-03,1513
TIMEOUT,-820.7839999999999,3,15,2026-03-18,2026-03,1513
TIMEOUT,179.21600000000007,5,5,2026-03-18,2026-03,1513
TIMEOUT,-1320.7839999999999,5,10,2026-03-18,2026-03,1513
TIMEOUT,-820.7839999999999,5,15,2026-03-18,2026-03,1513
TIMEOUT,179.21600000000007,8,5,2026-03-18,2026-03,1513
TIMEOUT,-1320.7839999999999,8,10,2026-03-18,2026-03,1513
TIMEOUT,-820.7839999999999,8,15,2026-03-18,2026-03,1513
TIMEOUT,-1233.742,1,5,2026-03-18,2026-03,5347
TIMEOUT,-733.742,1,10,2026-03-18,2026-03,5347
TIMEOUT,-733.742,1,15,2026-03-18,2026-03,5347
TIMEOUT,-1233.742,2,5,2026-03-18,2026-03,5347
TIMEOUT,-733.742,2,10,2026-03-18,2026-03,5347
TIMEOUT,-733.742,2,15,2026-03-18,2026-03,5347
TIMEOUT,-1233.742,3,5,2026-03-18,2026-03,5347
TIMEOUT,-733.742,3,10,2026-03-18,2026-03,5347
TIMEOUT,-733.742,3,15,2026-03-18,2026-03,5347
TIMEOUT,-1233.742,5,5,2026-03-18,2026-03,5347
TIMEOUT,-733.742,5,10,2026-03-18,2026-03,5347
TIMEOUT,-733.742,5,15,2026-03-18,2026-03,5347
TIMEOUT,-1233.742,8,5,2026-03-18,2026-03,5347
TIMEOUT,-733.742,8,10,2026-03-18,2026-03,5347
TIMEOUT,-733.742,8,15,2026-03-18,2026-03,5347
TP,232.02800000000002,1,5,2026-03-18,2026-03,3005
TP,232.02800000000002,1,10,2026-03-18,2026-03,3005
TP,232.02800000000002,1,15,2026-03-18,2026-03,3005
TIMEOUT,-767.972,2,5,2026-03-18,2026-03,3005
TIMEOUT,-767.972,2,10,2026-03-18,2026-03,3005
TP,732.028,2,15,2026-03-18,2026-03,3005
TIMEOUT,-767.972,3,5,2026-03-18,2026-03,3005
TIMEOUT,-767.972,3,10,2026-03-18,2026-03,3005
TIMEOUT,732.028,3,15,2026-03-18,2026-03,3005
TIMEOUT,-767.972,5,5,2026-03-18,2026-03,3005
TIMEOUT,-767.972,5,10,2026-03-18,2026-03,3005
TIMEOUT,732.028,5,15,2026-03-18,2026-03,3005
TIMEOUT,-767.972,8,5,2026-03-18,2026-03,3005
TIMEOUT,-767.972,8,10,2026-03-18,2026-03,3005
TIMEOUT,732.028,8,15,2026-03-18,2026-03,3005
