result,pnl,tick,time_window,date,month,stock
TP,1237.896,3,15,2026-04-16,2026-04,3231
TIMEOUT,-762.104,5,5,2026-04-16,2026-04,3231
TIMEOUT,737.896,5,10,2026-04-16,2026-04,3231
TIMEOUT,737.896,5,15,2026-04-16,2026-04,3231
TIMEOUT,-762.104,8,5,2026-04-16,2026-04,3231
TIMEOUT,737.896,8,10,2026-04-16,2026-04,3231
TIMEOUT,737.896,8,15,2026-04-16,2026-04,3231
TP,293.64200000000005,1,5,2026-04-16,2026-04,4919
TP,293.64200000000005,1,10,2026-04-16,2026-04,4919
TP,293.64200000000005,1,15,2026-04-16,2026-04,4919
TP,793.642,2,5,2026-04-16,2026-04,4919
TP,793.642,2,10,2026-04-16,2026-04,4919
TP,793.642,2,15,2026-04-16,2026-04,4919
TIMEOUT,-706.358,3,5,2026-04-16,2026-04,4919
TIMEOUT,-1206.358,3,10,2026-04-16,2026-04,4919
TIMEOUT,-1706.358,3,15,2026-04-16,2026-04,4919
TIMEOUT,-706.358,5,5,2026-04-16,2026-04,4919
TIMEOUT,-1206.358,5,10,2026-04-16,2026-04,4919
TIMEOUT,-1706.358,5,15,2026-04-16,2026-04,4919
TIMEOUT,-706.358,8,5,2026-04-16,2026-04,4919
TIMEOUT,-1206.358,8,10,2026-04-16,2026-04,4919
TIMEOUT,-1706.358,8,15,2026-04-16,2026-04,4919
TIMEOUT,-27200.5,1,5,2026-04-16,2026-04,5289
TIMEOUT,-37200.5,1,10,2026-04-16,2026-04,5289
TIMEOUT,-27200.5,1,15,2026-04-16,2026-04,5289
TIMEOUT,-27200.5,2,5,2026-04-16,2026-04,5289
TIMEOUT,-37200.5,2,10,2026-04-16,2026-04,5289
TIMEOUT,-27200.5,2,15,2026-04-16,2026-04,5289
TIMEOUT,-27200.5,3,5,2026-04-16,2026-04,5289
TIMEOUT,-37200.5,3,10,2026-04-16,2026-04,5289
TIMEOUT,-27200.5,3,15,2026-04-16,2026-04,5289
TIMEOUT,-27200.5,5,5,2026-04-16,2026-04,5289
TIMEOUT,-37200.5,5,10,2026-04-16,2026-04,5289
TIMEOUT,-27200.5,5,15,2026-04-16,2026-04,5289
TIMEOUT,-27200.5,8,5,2026-04-16,2026-04,5289
TIMEOUT,-37200.5,8,10,2026-04-16,2026-04,5289
TIMEOUT,-27200.5,8,15,2026-04-16,2026-04,5289
TP,229.094,1,5,2026-04-16,2026-04,2337
TP,229.094,1,10,2026-04-16,2026-04,2337
TP,229.094,1,15,2026-04-16,2026-04,2337
TP,729.094,2,5,2026-04-16,2026-04,2337
TP,729.094,2,10,2026-04-16,2026-04,2337
TP,729.094,2,15,2026-04-16,2026-04,2337
TIMEOUT,-2270.906,3,5,2026-04-16,2026-04,2337
TIMEOUT,-270.906,3,10,2026-04-16,2026-04,2337
TP,1229.094,3,15,2026-04-16,2026-04,2337
TIMEOUT,-2270.906,5,5,2026-04-16,2026-04,2337
TIMEOUT,-270.906,5,10,2026-04-16,2026-04,2337
TIMEOUT,1229.094,5,15,2026-04-16,2026-04,2337
TIMEOUT,-2270.906,8,5,2026-04-16,2026-04,2337
TIMEOUT,-270.906,8,10,2026-04-16,2026-04,2337
TIMEOUT,1229.094,8,15,2026-04-16,2026-04,2337
TIMEOUT,-17063.58,1,5,2026-04-17,2026-04,3324
TP,2936.42,1,10,2026-04-17,2026-04,3324
TP,2936.42,1,15,2026-04-17,2026-04,3324
TIMEOUT,-17063.58,2,5,2026-04-17,2026-04,3324
TIMEOUT,2936.42,2,10,2026-04-17,2026-04,3324
TIMEOUT,2936.42,2,15,2026-04-17,2026-04,3324
TIMEOUT,-17063.58,3,5,2026-04-17,2026-04,3324
TIMEOUT,2936.42,3,10,2026-04-17,2026-04,3324
TIMEOUT,2936.42,3,15,2026-04-17,2026-04,3324
TIMEOUT,-17063.58,5,5,2026-04-17,2026-04,3324
TIMEOUT,2936.42,5,10,2026-04-17,2026-04,3324
TIMEOUT,2936.42,5,15,2026-04-17,2026-04,3324
TIMEOUT,-17063.58,8,5,2026-04-17,2026-04,3324
TIMEOUT,2936.42,8,10,2026-04-17,2026-04,3324
TIMEOUT,2936.42,8,15,2026-04-17,2026-04,3324
TP,287.774,1,5,2026-04-17,2026-04,2481
TP,287.774,1,10,2026-04-17,2026-04,2481
TP,287.774,1,15,2026-04-17,2026-04,2481
TP,787.774,2,5,2026-04-17,2026-04,2481
TP,787.774,2,10,2026-04-17,2026-04,2481
TP,787.774,2,15,2026-04-17,2026-04,2481
TP,1287.7740000000001,3,5,2026-04-17,2026-04,2481
TP,1287.7740000000001,3,10,2026-04-17,2026-04,2481
TP,1287.7740000000001,3,15,2026-04-17,2026-04,2481
TP,2287.774,5,5,2026-04-17,2026-04,2481
TP,2287.774,5,10,2026-04-17,2026-04,2481
TP,2287.774,5,15,2026-04-17,2026-04,2481
TIMEOUT,2787.774,8,5,2026-04-17,2026-04,2481
TP,3787.774,8,10,2026-04-17,2026-04,2481
TP,3787.774,8,15,2026-04-17,2026-04,2481
TP,1332.5000000000005,1,5,2026-04-17,2026-04,6805
TP,1332.5000000000005,1,10,2026-04-17,2026-04,6805
TP,1332.5000000000005,1,15,2026-04-17,2026-04,6805
TP,6332.5,2,5,2026-04-17,2026-04,6805
TP,6332.5,2,10,2026-04-17,2026-04,6805
TP,6332.5,2,15,2026-04-17,2026-04,6805
TP,11332.5,3,5,2026-04-17,2026-04,6805
TP,11332.5,3,10,2026-04-17,2026-04,6805
TP,11332.5,3,15,2026-04-17,2026-04,6805
TP,21332.5,5,5,2026-04-17,2026-04,6805
TP,21332.5,5,10,2026-04-17,2026-04,6805
TP,21332.5,5,15,2026-04-17,2026-04,6805
TIMEOUT,-3667.4999999999995,8,5,2026-04-17,2026-04,6805
TIMEOUT,21332.5,8,10,2026-04-17,2026-04,6805
TIMEOUT,16332.5,8,15,2026-04-17,2026-04,6805
TP,253.544,1,5,2026-04-17,2026-04,5483
TP,253.544,1,10,2026-04-17,2026-04,5483
TP,253.544,1,15,2026-04-17,2026-04,5483
TP,753.544,2,5,2026-04-17,2026-04,5483
TP,753.544,2,10,2026-04-17,2026-04,5483
TP,753.544,2,15,2026-04-17,2026-04,5483
TP,1253.544,3,5,2026-04-17,2026-04,5483
TP,1253.544,3,10,2026-04-17,2026-04,5483
TP,1253.544,3,15,2026-04-17,2026-04,5483
TIMEOUT,753.544,5,5,2026-04-17,2026-04,5483
TIMEOUT,253.544,5,10,2026-04-17,2026-04,5483
TIMEOUT,253.544,5,15,2026-04-17,2026-04,5483
TIMEOUT,753.544,8,5,2026-04-17,2026-04,5483
TIMEOUT,253.544,8,10,2026-04-17,2026-04,5483
TIMEOUT,253.544,8,15,2026-04-17,2026-04,5483
TP,240.83000000000004,1,5,2026-04-17,2026-04,5347
TP,240.83000000000004,1,10,2026-04-17,2026-04,5347
TP,240.83000000000004,1,15,2026-04-17,2026-04,5347
TP,740.83,2,5,2026-04-17,2026-04,5347
TP,740.83,2,10,2026-04-17,2026-04,5347
TP,740.83,2,15,2026-04-17,2026-04,5347
TP,1240.83,3,5,2026-04-17,2026-04,5347
TP,1240.83,3,10,2026-04-17,2026-04,5347
TP,1240.83,3,15,2026-04-17,2026-04,5347
TIMEOUT,1240.83,5,5,2026-04-17,2026-04,5347
TIMEOUT,1240.83,5,10,2026-04-17,2026-04,5347
TP,2240.83,5,15,2026-04-17,2026-04,5347
TIMEOUT,1240.83,8,5,2026-04-17,2026-04,5347
TIMEOUT,1240.83,8,10,2026-04-17,2026-04,5347
TIMEOUT,3240.83,8,15,2026-04-17,2026-04,5347
TP,2623.46,1,5,2026-04-17,2026-04,1590
TP,2623.46,1,10,2026-04-17,2026-04,1590
TP,2623.46,1,15,2026-04-17,2026-04,1590
TIMEOUT,2623.46,2,5,2026-04-17,2026-04,1590
TIMEOUT,-17376.54,2,10,2026-04-17,2026-04,1590
TIMEOUT,-22376.54,2,15,2026-04-17,2026-04,1590
TIMEOUT,2623.46,3,5,2026-04-17,2026-04,1590
TIMEOUT,-17376.54,3,10,2026-04-17,2026-04,1590
TIMEOUT,-22376.54,3,15,2026-04-17,2026-04,1590
TIMEOUT,2623.46,5,5,2026-04-17,2026-04,1590
TIMEOUT,-17376.54,5,10,2026-04-17,2026-04,1590
TIMEOUT,-22376.54,5,15,2026-04-17,2026-04,1590
TIMEOUT,2623.46,8,5,2026-04-17,2026-04,1590
TIMEOUT,-17376.54,8,10,2026-04-17,2026-04,1590
TIMEOUT,-22376.54,8,15,2026-04-17,2026-04,1590
TIMEOUT,-7004.9,1,5,2026-04-17,2026-04,6781
TIMEOUT,-7004.9,1,10,2026-04-17,2026-04,6781
TP,2995.1000000000004,1,15,2026-04-17,2026-04,6781
TIMEOUT,-7004.9,2,5,2026-04-17,2026-04,6781
TIMEOUT,-7004.9,2,10,2026-04-17,2026-04,6781
TP,7995.1,2,15,2026-04-17,2026-04,6781
TIMEOUT,-7004.9,3,5,2026-04-17,2026-04,6781
TIMEOUT,-7004.9,3,10,2026-04-17,2026-04,6781
TIMEOUT,2995.1000000000004,3,15,2026-04-17,2026-04,6781
TIMEOUT,-7004.9,5,5,2026-04-17,2026-04,6781
TIMEOUT,-7004.9,5,10,2026-04-17,2026-04,6781
TIMEOUT,2995.1000000000004,5,15,2026-04-17,2026-04,6781
TIMEOUT,-7004.9,8,5,2026-04-17,2026-04,6781
TIMEOUT,-7004.9,8,10,2026-04-17,2026-04,6781
TIMEOUT,2995.1000000000004,8,15,2026-04-17,2026-04,6781
TP,274.082,1,5,2026-04-17,2026-04,1815
TP,274.082,1,10,2026-04-17,2026-04,1815
TP,274.082,1,15,2026-04-17,2026-04,1815
TP,774.082,2,5,2026-04-17,2026-04,1815
TP,774.082,2,10,2026-04-17,2026-04,1815
TP,774.082,2,15,2026-04-17,2026-04,1815
TP,1274.082,3,5,2026-04-17,2026-04,1815
TP,1274.082,3,10,2026-04-17,2026-04,1815
TP,1274.082,3,15,2026-04-17,2026-04,1815
TP,2274.082,5,5,2026-04-17,2026-04,1815
TP,2274.082,5,10,2026-04-17,2026-04,1815
TP,2274.082,5,15,2026-04-17,2026-04,1815
TIMEOUT,1274.082,8,5,2026-04-17,2026-04,1815
TIMEOUT,2774.082,8,10,2026-04-17,2026-04,1815
TIMEOUT,3274.082,8,15,2026-04-17,2026-04,1815
TIMEOUT,-1805.136,1,5,2026-04-17,2026-04,1513
TIMEOUT,-2305.136,1,10,2026-04-17,2026-04,1513
TIMEOUT,-2305.136,1,15,2026-04-17,2026-04,1513
TIMEOUT,-1805.136,2,5,2026-04-17,2026-04,1513
TIMEOUT,-2305.136,2,10,2026-04-17,2026-04,1513
TIMEOUT,-2305.136,2,15,2026-04-17,2026-04,1513
TIMEOUT,-1805.136,3,5,2026-04-17,2026-04,1513
TIMEOUT,-2305.136,3,10,2026-04-17,2026-04,1513
TIMEOUT,-2305.136,3,15,2026-04-17,2026-04,1513
TIMEOUT,-1805.136,5,5,2026-04-17,2026-04,1513
TIMEOUT,-2305.136,5,10,2026-04-17,2026-04,1513
TIMEOUT,-2305.136,5,15,2026-04-17,2026-04,1513
TIMEOUT,-1805.136,8,5,2026-04-17,2026-04,1513
TIMEOUT,-2305.136,8,10,2026-04-17,2026-04,1513
TIMEOUT,-2305.136,8,15,2026-04-17,2026-04,1513
TIMEOUT,-17014.68,1,5,2026-04-17,2026-04,8210
TIMEOUT,-7014.68,1,10,2026-04-17,2026-04,8210
TIMEOUT,-12014.68,1,15,2026-04-17,2026-04,8210
TIMEOUT,-17014.68,2,5,2026-04-17,2026-04,8210
TIMEOUT,-7014.68,2,10,2026-04-17,2026-04,8210
TIMEOUT,-12014.68,2,15,2026-04-17,2026-04,8210
TIMEOUT,-17014.68,3,5,2026-04-17,2026-04,8210
TIMEOUT,-7014.68,3,10,2026-04-17,2026-04,8210
TIMEOUT,-12014.68,3,15,2026-04-17,2026-04,8210
TIMEOUT,-17014.68,5,5,2026-04-17,2026-04,8210
TIMEOUT,-7014.68,5,10,2026-04-17,2026-04,8210
TIMEOUT,-12014.68,5,15,2026-04-17,2026-04,8210
TIMEOUT,-17014.68,8,5,2026-04-17,2026-04,8210
TIMEOUT,-7014.68,8,10,2026-04-17,2026-04,8210
TIMEOUT,-12014.68,8,15,2026-04-17,2026-04,8210
TP,191.93000000000006,1,5,2026-04-17,2026-04,2645
TP,191.93000000000006,1,10,2026-04-17,2026-04,2645
TP,191.93000000000006,1,15,2026-04-17,2026-04,2645
TP,691.9300000000001,2,5,2026-04-17,2026-04,2645
TP,691.9300000000001,2,10,2026-04-17,2026-04,2645
TP,691.9300000000001,2,15,2026-04-17,2026-04,2645
TIMEOUT,-308.06999999999994,3,5,2026-04-17,2026-04,2645
TP,1191.93,3,10,2026-04-17,2026-04,2645
TP,1191.93,3,15,2026-04-17,2026-04,2645
TIMEOUT,-308.06999999999994,5,5,2026-04-17,2026-04,2645
TIMEOUT,1191.93,5,10,2026-04-17,2026-04,2645
TIMEOUT,-808.0699999999999,5,15,2026-04-17,2026-04,2645
TIMEOUT,-308.06999999999994,8,5,2026-04-17,2026-04,2645
TIMEOUT,1191.93,8,10,2026-04-17,2026-04,2645
TIMEOUT,-808.0699999999999,8,15,2026-04-17,2026-04,2645
TP,228.11600000000004,1,5,2026-04-17,2026-04,1785
TP,228.11600000000004,1,10,2026-04-17,2026-04,1785
TP,228.11600000000004,1,15,2026-04-17,2026-04,1785
TP,728.116,2,5,2026-04-17,2026-04,1785
TP,728.116,2,10,2026-04-17,2026-04,1785
TP,728.116,2,15,2026-04-17,2026-04,1785
TP,1228.116,3,5,2026-04-17,2026-04,1785
TP,1228.116,3,10,2026-04-17,2026-04,1785
TP,1228.116,3,15,2026-04-17,2026-04,1785
TIMEOUT,1728.116,5,5,2026-04-17,2026-04,1785
TP,2228.116,5,10,2026-04-17,2026-04,1785
TP,2228.116,5,15,2026-04-17,2026-04,1785
TIMEOUT,1728.116,8,5,2026-04-17,2026-04,1785
TIMEOUT,728.116,8,10,2026-04-17,2026-04,1785
TIMEOUT,2228.116,8,15,2026-04-17,2026-04,1785
TP,2877.7400000000002,1,5,2026-04-17,2026-04,8996
TP,2877.7400000000002,1,10,2026-04-17,2026-04,8996
TP,2877.7400000000002,1,15,2026-04-17,2026-04,8996
TP,7877.74,2,5,2026-04-17,2026-04,8996
TP,7877.74,2,10,2026-04-17,2026-04,8996
TP,7877.74,2,15,2026-04-17,2026-04,8996
TP,12877.74,3,5,2026-04-17,2026-04,8996
TP,12877.74,3,10,2026-04-17,2026-04,8996
TP,12877.74,3,15,2026-04-17,2026-04,8996
TP,22877.74,5,5,2026-04-17,2026-04,8996
TP,22877.74,5,10,2026-04-17,2026-04,8996
TP,22877.74,5,15,2026-04-17,2026-04,8996
TP,37877.74,8,5,2026-04-17,2026-04,8996
TP,37877.74,8,10,2026-04-17,2026-04,8996
TP,37877.74,8,15,2026-04-17,2026-04,8996
TP,109.77800000000002,1,5,2026-04-17,2026-04,1503
TP,109.77800000000002,1,10,2026-04-17,2026-04,1503
TP,109.77800000000002,1,15,2026-04-17,2026-04,1503
TIMEOUT,-2890.2219999999998,2,5,2026-04-17,2026-04,1503
TIMEOUT,-3890.2219999999998,2,10,2026-04-17,2026-04,1503
TIMEOUT,-4390.222,2,15,2026-04-17,2026-04,1503
TIMEOUT,-2890.2219999999998,3,5,2026-04-17,2026-04,1503
TIMEOUT,-3890.2219999999998,3,10,2026-04-17,2026-04,1503
TIMEOUT,-4390.222,3,15,2026-04-17,2026-04,1503
TIMEOUT,-2890.2219999999998,5,5,2026-04-17,2026-04,1503
TIMEOUT,-3890.2219999999998,5,10,2026-04-17,2026-04,1503
TIMEOUT,-4390.222,5,15,2026-04-17,2026-04,1503
TIMEOUT,-2890.2219999999998,8,5,2026-04-17,2026-04,1503
TIMEOUT,-3890.2219999999998,8,10,2026-04-17,2026-04,1503
TIMEOUT,-4390.222,8,15,2026-04-17,2026-04,1503
TIMEOUT,-227.874,1,5,2026-04-17,2026-04,9917
TIMEOUT,-227.874,1,10,2026-04-17,2026-04,9917
TIMEOUT,-727.874,1,15,2026-04-17,2026-04,9917
TIMEOUT,-227.874,2,5,2026-04-17,2026-04,9917
TIMEOUT,-227.874,2,10,2026-04-17,2026-04,9917
TIMEOUT,-727.874,2,15,2026-04-17,2026-04,9917
TIMEOUT,-227.874,3,5,2026-04-17,2026-04,9917
TIMEOUT,-227.874,3,10,2026-04-17,2026-04,9917
TIMEOUT,-727.874,3,15,2026-04-17,2026-04,9917
TIMEOUT,-227.874,5,5,2026-04-17,2026-04,9917
TIMEOUT,-227.874,5,10,2026-04-17,2026-04,9917
TIMEOUT,-727.874,5,15,2026-04-17,2026-04,9917
TIMEOUT,-227.874,8,5,2026-04-17,2026-04,9917
TIMEOUT,-227.874,8,10,2026-04-17,2026-04,9917
TIMEOUT,-727.874,8,15,2026-04-17,2026-04,9917
TP,253.544,1,5,2026-04-17,2026-04,2385
TP,253.544,1,10,2026-04-17,2026-04,2385
TP,253.544,1,15,2026-04-17,2026-04,2385
TIMEOUT,253.544,2,5,2026-04-17,2026-04,2385
TP,753.544,2,10,2026-04-17,2026-04,2385
TP,753.544,2,15,2026-04-17,2026-04,2385
TIMEOUT,253.544,3,5,2026-04-17,2026-04,2385
TIMEOUT,253.544,3,10,2026-04-17,2026-04,2385
TIMEOUT,-246.456,3,15,2026-04-17,2026-04,2385
TIMEOUT,253.544,5,5,2026-04-17,2026-04,2385
TIMEOUT,253.544,5,10,2026-04-17,2026-04,2385
TIMEOUT,-246.456,5,15,2026-04-17,2026-04,2385
TIMEOUT,253.544,8,5,2026-04-17,2026-04,2385
TIMEOUT,253.544,8,10,2026-04-17,2026-04,2385
TIMEOUT,-246.456,8,15,2026-04-17,2026-04,2385
TP,239.85200000000003,1,5,2026-04-17,2026-04,3231
TP,239.85200000000003,1,10,2026-04-17,2026-04,3231
TP,239.85200000000003,1,15,2026-04-17,2026-04,3231
TP,739.8520000000001,2,5,2026-04-17,2026-04,3231
TP,739.8520000000001,2,10,2026-04-17,2026-04,3231
TP,739.8520000000001,2,15,2026-04-17,2026-04,3231
TIMEOUT,739.8520000000001,3,5,2026-04-17,2026-04,3231
TP,1239.852,3,10,2026-04-17,2026-04,3231
TP,1239.852,3,15,2026-04-17,2026-04,3231
TIMEOUT,739.8520000000001,5,5,2026-04-17,2026-04,3231
TIMEOUT,1239.852,5,10,2026-04-17,2026-04,3231
TP,2239.852,5,15,2026-04-17,2026-04,3231
TIMEOUT,739.8520000000001,8,5,2026-04-17,2026-04,3231
TIMEOUT,1239.852,8,10,2026-04-17,2026-04,3231
TIMEOUT,2239.852,8,15,2026-04-17,2026-04,3231
TIMEOUT,-267.972,1,5,2026-04-17,2026-04,2412
TIMEOUT,-267.972,1,10,2026-04-17,2026-04,2412
TIMEOUT,-767.972,1,15,2026-04-17,2026-04,2412
TIMEOUT,-267.972,2,5,2026-04-17,2026-04,2412
TIMEOUT,-267.972,2,10,2026-04-17,2026-04,2412
TIMEOUT,-767.972,2,15,2026-04-17,2026-04,2412
TIMEOUT,-267.972,3,5,2026-04-17,2026-04,2412
TIMEOUT,-267.972,3,10,2026-04-17,2026-04,2412
TIMEOUT,-767.972,3,15,2026-04-17,2026-04,2412
TIMEOUT,-267.972,5,5,2026-04-17,2026-04,2412
TIMEOUT,-267.972,5,10,2026-04-17,2026-04,2412
TIMEOUT,-767.972,5,15,2026-04-17,2026-04,2412
TIMEOUT,-267.972,8,5,2026-04-17,2026-04,2412
TIMEOUT,-267.972,8,10,2026-04-17,2026-04,2412
TIMEOUT,-767.972,8,15,2026-04-17,2026-04,2412
TP,1596.5600000000004,1,5,2026-04-17,2026-04,3491
TP,1596.5600000000004,1,10,2026-04-17,2026-04,3491
TP,1596.5600000000004,1,15,2026-04-17,2026-04,3491
TIMEOUT,-13403.439999999999,2,5,2026-04-17,2026-04,3491
TP,6596.56,2,10,2026-04-17,2026-04,3491
TP,6596.56,2,15,2026-04-17,2026-04,3491
TIMEOUT,-13403.439999999999,3,5,2026-04-17,2026-04,3491
TP,11596.560000000001,3,10,2026-04-17,2026-04,3491
TP,11596.560000000001,3,15,2026-04-17,2026-04,3491
TIMEOUT,-13403.439999999999,5,5,2026-04-17,2026-04,3491
TIMEOUT,11596.560000000001,5,10,2026-04-17,2026-04,3491
TP,21596.56,5,15,2026-04-17,2026-04,3491
TIMEOUT,-13403.439999999999,8,5,2026-04-17,2026-04,3491
TIMEOUT,11596.560000000001,8,10,2026-04-17,2026-04,3491
TIMEOUT,11596.560000000001,8,15,2026-04-17,2026-04,3491
TP,148.89800000000002,1,5,2026-04-17,2026-04,8454
TP,148.89800000000002,1,10,2026-04-17,2026-04,8454
TP,148.89800000000002,1,15,2026-04-17,2026-04,8454
TP,648.898,2,5,2026-04-17,2026-04,8454
TP,648.898,2,10,2026-04-17,2026-04,8454
TP,648.898,2,15,2026-04-17,2026-04,8454
TP,1148.8980000000001,3,5,2026-04-17,2026-04,8454
TP,1148.8980000000001,3,10,2026-04-17,2026-04,8454
TP,1148.8980000000001,3,15,2026-04-17,2026-04,8454
TIMEOUT,648.898,5,5,2026-04-17,2026-04,8454
TIMEOUT,648.898,5,10,2026-04-17,2026-04,8454
TIMEOUT,648.898,5,15,2026-04-17,2026-04,8454
TIMEOUT,648.898,8,5,2026-04-17,2026-04,8454
TIMEOUT,648.898,8,10,2026-04-17,2026-04,8454
TIMEOUT,648.898,8,15,2026-04-17,2026-04,8454
TP,2721.26,1,5,2026-04-17,2026-04,2368
TP,2721.26,1,10,2026-04-17,2026-04,2368
TP,2721.26,1,15,2026-04-17,2026-04,2368
TP,7721.26,2,5,2026-04-17,2026-04,2368
TP,7721.26,2,10,2026-04-17,2026-04,2368
TP,7721.26,2,15,2026-04-17,2026-04,2368
TIMEOUT,-2278.74,3,5,2026-04-17,2026-04,2368
TIMEOUT,2721.26,3,10,2026-04-17,2026-04,2368
TP,12721.26,3,15,2026-04-17,2026-04,2368
TIMEOUT,-2278.74,5,5,2026-04-17,2026-04,2368
TIMEOUT,2721.26,5,10,2026-04-17,2026-04,2368
TIMEOUT,12721.26,5,15,2026-04-17,2026-04,2368
TIMEOUT,-2278.74,8,5,2026-04-17,2026-04,2368
TIMEOUT,2721.26,8,10,2026-04-17,2026-04,2368
TIMEOUT,12721.26,8,15,2026-04-17,2026-04,2368
TIMEOUT,-715.16,1,5,2026-04-17,2026-04,3045
TIMEOUT,-715.16,1,10,2026-04-17,2026-04,3045
TIMEOUT,-215.16,1,15,2026-04-17,2026-04,3045
TIMEOUT,-715.16,2,5,2026-04-17,2026-04,3045
TIMEOUT,-715.16,2,10,2026-04-17,2026-04,3045
TIMEOUT,-215.16,2,15,2026-04-17,2026-04,3045
TIMEOUT,-715.16,3,5,2026-04-17,2026-04,3045
TIMEOUT,-715.16,3,10,2026-04-17,2026-04,3045
TIMEOUT,-215.16,3,15,2026-04-17,2026-04,3045
TIMEOUT,-715.16,5,5,2026-04-17,2026-04,3045
TIMEOUT,-715.16,5,10,2026-04-17,2026-04,3045
TIMEOUT,-215.16,5,15,2026-04-17,2026-04,3045
TIMEOUT,-715.16,8,5,2026-04-17,2026-04,3045
TIMEOUT,-715.16,8,10,2026-04-17,2026-04,3045
TIMEOUT,-215.16,8,15,2026-04-17,2026-04,3045
TIMEOUT,-228.85199999999998,1,5,2026-04-17,2026-04,5871
TIMEOUT,-728.852,1,10,2026-04-17,2026-04,5871
TIMEOUT,-228.85199999999998,1,15,2026-04-17,2026-04,5871
TIMEOUT,-228.85199999999998,2,5,2026-04-17,2026-04,5871
TIMEOUT,-728.852,2,10,2026-04-17,2026-04,5871
TIMEOUT,-228.85199999999998,2,15,2026-04-17,2026-04,5871
TIMEOUT,-228.85199999999998,3,5,2026-04-17,2026-04,5871
TIMEOUT,-728.852,3,10,2026-04-17,2026-04,5871
TIMEOUT,-228.85199999999998,3,15,2026-04-17,2026-04,5871
TIMEOUT,-228.85199999999998,5,5,2026-04-17,2026-04,5871
TIMEOUT,-728.852,5,10,2026-04-17,2026-04,5871
TIMEOUT,-228.85199999999998,5,15,2026-04-17,2026-04,5871
TIMEOUT,-228.85199999999998,8,5,2026-04-17,2026-04,5871
TIMEOUT,-728.852,8,10,2026-04-17,2026-04,5871
TIMEOUT,-228.85199999999998,8,15,2026-04-17,2026-04,5871
TP,289.73,1,5,2026-04-17,2026-04,6919
TP,289.73,1,10,2026-04-17,2026-04,6919
TP,289.73,1,15,2026-04-17,2026-04,6919
TIMEOUT,289.73,2,5,2026-04-17,2026-04,6919
TP,789.73,2,10,2026-04-17,2026-04,6919
TP,789.73,2,15,2026-04-17,2026-04,6919
TIMEOUT,289.73,3,5,2026-04-17,2026-04,6919
TIMEOUT,-210.26999999999998,3,10,2026-04-17,2026-04,6919
TIMEOUT,-1210.27,3,15,2026-04-17,2026-04,6919
TIMEOUT,289.73,5,5,2026-04-17,2026-04,6919
TIMEOUT,-210.26999999999998,5,10,2026-04-17,2026-04,6919
TIMEOUT,-1210.27,5,15,2026-04-17,2026-04,6919
TIMEOUT,289.73,8,5,2026-04-17,2026-04,6919
TIMEOUT,-210.26999999999998,8,10,2026-04-17,2026-04,6919
TIMEOUT,-1210.27,8,15,2026-04-17,2026-04,6919
TP,202.68800000000005,1,5,2026-04-17,2026-04,2597
TP,202.68800000000005,1,10,2026-04-17,2026-04,2597
TP,202.68800000000005,1,15,2026-04-17,2026-04,2597
TP,702.6880000000001,2,5,2026-04-17,2026-04,2597
TP,702.6880000000001,2,10,2026-04-17,2026-04,2597
TP,702.6880000000001,2,15,2026-04-17,2026-04,2597
TP,1202.688,3,5,2026-04-17,2026-04,2597
TP,1202.688,3,10,2026-04-17,2026-04,2597
TP,1202.688,3,15,2026-04-17,2026-04,2597
TIMEOUT,1202.688,5,5,2026-04-17,2026-04,2597
TIMEOUT,1202.688,5,10,2026-04-17,2026-04,2597
TP,2202.688,5,15,2026-04-17,2026-04,2597
TIMEOUT,1202.688,8,5,2026-04-17,2026-04,2597
TIMEOUT,1202.688,8,10,2026-04-17,2026-04,2597
TIMEOUT,1702.688,8,15,2026-04-17,2026-04,2597
TP,196.82000000000005,1,5,2026-04-17,2026-04,1773
TP,196.82000000000005,1,10,2026-04-17,2026-04,1773
TP,196.82000000000005,1,15,2026-04-17,2026-04,1773
TP,696.82,2,5,2026-04-17,2026-04,1773
TP,696.82,2,10,2026-04-17,2026-04,1773
TP,696.82,2,15,2026-04-17,2026-04,1773
TP,1196.8200000000002,3,5,2026-04-17,2026-04,1773
TP,1196.8200000000002,3,10,2026-04-17,2026-04,1773
TP,1196.8200000000002,3,15,2026-04-17,2026-04,1773
TIMEOUT,696.82,5,5,2026-04-17,2026-04,1773
TIMEOUT,1696.8200000000002,5,10,2026-04-17,2026-04,1773
TP,2196.82,5,15,2026-04-17,2026-04,1773
TIMEOUT,696.82,8,5,2026-04-17,2026-04,1773
TIMEOUT,1696.8200000000002,8,10,2026-04-17,2026-04,1773
TIMEOUT,1696.8200000000002,8,15,2026-04-17,2026-04,1773
TP,228.11600000000004,1,5,2026-04-17,2026-04,2337
TP,228.11600000000004,1,10,2026-04-17,2026-04,2337
TP,228.11600000000004,1,15,2026-04-17,2026-04,2337
TP,728.116,2,5,2026-04-17,2026-04,2337
TP,728.116,2,10,2026-04-17,2026-04,2337
TP,728.116,2,15,2026-04-17,2026-04,2337
TP,1228.116,3,5,2026-04-17,2026-04,2337
TP,1228.116,3,10,2026-04-17,2026-04,2337
TP,1228.116,3,15,2026-04-17,2026-04,2337
TIMEOUT,-271.88399999999996,5,5,2026-04-17,2026-04,2337
TIMEOUT,-2271.884,5,10,2026-04-17,2026-04,2337
TIMEOUT,-4771.884,5,15,2026-04-17,2026-04,2337
